iter	RMSE
479	9.024946354
480	9.024387933
481	9.021112835
482	9.017235171
483	9.015973921
484	9.015498369
485	9.015325752
486	9.01404805
487	9.01104482
488	9.00521043
489	9.00505168
490	9.004104238
491	9.003971847
492	9.001313493
493	9.00075979
494	8.996488316
495	8.995803417
496	8.993286471
497	8.991134916
498	8.989253026
499	8.989119373
500	8.987940448
501	8.987783988
502	8.981866544
503	8.978138191
504	8.97371764
505	8.971225123
506	8.966735789
507	8.966372701
508	8.96383657
509	8.96306105
510	8.961086353
511	8.959135535
512	8.957549219
513	8.955046983
514	8.952190091
515	8.95002553
516	8.949896089
517	8.948201182
518	8.94809355
519	8.947965814
520	8.943508544
521	8.941720498
522	8.939407344
523	8.936234127
524	8.935464112
525	8.933625123
526	8.931679402
527	8.927956566
528	8.927458896
529	8.925820464
530	8.924218736
531	8.92214743
532	8.920654041
533	8.917842284
534	8.917713325
535	8.917148727
536	8.91270099
537	8.908519153
538	8.905192339
539	8.905075332
540	8.904727203
541	8.903035566
542	8.901003426
543	8.900871644
544	8.900034856
545	8.897798568
546	8.897669676
547	8.897559842
548	8.895918288
549	8.894271772
550	8.89354926
551	8.891943316
552	8.889657994
553	8.883512016
554	8.882339042
555	8.88104269
556	8.879077754
557	8.875328301
558	8.87387729
559	8.870475613
560	8.869809251
561	8.869525699
562	8.869061642
563	8.86746141
564	8.866237036
565	8.86217729
566	8.862069024
567	8.858686958
568	8.853210493
569	8.851005969
570	8.849838688
571	8.848285876
572	8.8479208
573	8.844598346
574	8.842934349
575	8.842809625
576	8.840283153
577	8.836891296
578	8.836744971
579	8.836380217
580	8.834988617
581	8.832245272
582	8.832139032
583	8.831782309
584	8.831665262
585	8.830002951
586	8.827375889
587	8.827126298
588	8.824714234
589	8.824540718
590	8.824086862
591	8.823030258
592	8.821510539
593	8.82071983
594	8.816762336
595	8.81418109
596	8.812092432
597	8.811765467
598	8.811156126
599	8.810851122
600	8.810687095
601	8.809288912
602	8.808142932
603	8.806416572
604	8.804173304
605	8.802678875
606	8.802563623
607	8.802402572
608	8.800509389
609	8.7991337
610	8.796669494
611	8.792688808
612	8.791057381
613	8.78949103
614	8.788373156
615	8.786587396
616	8.785421443
617	8.783136188
618	8.783048235
619	8.780628173
620	8.779537236
621	8.776697115
622	8.775964961
623	8.775567482
624	8.771458002
625	8.77090266
626	8.768578646
627	8.766955713
628	8.76652005
629	8.764911123
630	8.763786349
631	8.762053818
632	8.76057566
633	8.760149456
634	8.757646324
635	8.757214395
636	8.754976617
637	8.75421957
638	8.753931009
639	8.753705063
640	8.752421257
641	8.7469802
642	8.741244816
643	8.740299783
644	8.740017582
645	8.739951736
646	8.737205058
647	8.737118003
648	8.734592264
649	8.731864092
650	8.731015791
651	8.725987588
652	8.723545969
653	8.722012891
654	8.721624075
655	8.720289444
656	8.719935513
657	8.719601723
658	8.71872241
659	8.718637401
660	8.717739574
661	8.714523402
662	8.714105471
663	8.712257744
664	8.709416719
665	8.709347254
666	8.708924768
667	8.706157981
668	8.70448257
669	8.702351294
670	8.701009159
671	8.699272555
672	8.694515492
673	8.693574425
674	8.692565993
675	8.689060016
676	8.688187467
677	8.688099492
678	8.687010398
679	8.685867129
680	8.685005979
681	8.68275852
682	8.681908015
683	8.680892116
684	8.679007659
685	8.678764412
686	8.677197075
687	8.676116878
688	8.675613995
689	8.675188861
690	8.67337894
691	8.670600686
692	8.669401875
693	8.667911695
694	8.667110155
695	8.662371893
696	8.660431052
697	8.659164963
698	8.657540599
699	8.656255536
700	8.656179127
701	8.65605173
702	8.655892478
703	8.653829445
704	8.653075905
705	8.652995262
706	8.652684303
707	8.651667736
708	8.648939977
709	8.647244422
710	8.646866903
711	8.645142061
712	8.643066986
713	8.642196005
714	8.638498268
715	8.637070257
716	8.635603281
717	8.63397886
718	8.633126652
719	8.63092431
720	8.626391128
721	8.626086168
722	8.622690636
723	8.622392528
724	8.620138172
725	8.618347885
726	8.618268402
727	8.617697898
728	8.617506381
729	8.617292277
730	8.616374721
731	8.615982606
732	8.613781669
733	8.613726544
734	8.61249854
735	8.612194066
736	8.609883535
737	8.608678307
738	8.607386857
739	8.603527688
740	8.600779231
741	8.598564751
742	8.596741023
743	8.5936594
744	8.590990385
745	8.59010661
746	8.587764653
747	8.585830504
748	8.584637521
749	8.58293492
750	8.581513598
751	8.580923889
752	8.578324676
753	8.575206039
754	8.574772751
755	8.571222613
756	8.569733151
757	8.569628745
758	8.569565717
759	8.568712706
760	8.568643607
761	8.56858371
762	8.566872081
763	8.566635643
764	8.566309462
765	8.565683055
766	8.564531305
767	8.564182573
768	8.5627163
769	8.560455506
770	8.560387436
771	8.559427238
772	8.559121391
773	8.558248527
774	8.555777842
775	8.552919283
776	8.552552787
777	8.551386285
778	8.54919687
779	8.5472012
780	8.547145069
781	8.543073445
782	8.543018375
783	8.542425416
784	8.541927873
785	8.540267912
786	8.539125473
787	8.537093582
788	8.536854223
789	8.536398257
790	8.536118266
791	8.534027135
792	8.532261359
793	8.532031053
794	8.531970257
795	8.5308551
796	8.529688334
797	8.528591547
798	8.528531023
799	8.528374888
800	8.528302701
801	8.52810455
802	8.526999881
803	8.526048557
804	8.525718725
805	8.523220147
806	8.522564573
807	8.519590852
808	8.519276142
809	8.517300857
810	8.514883517
811	8.512533532
812	8.511848085
813	8.510781428
814	8.51061224
815	8.509952258
816	8.508599446
817	8.508516182
818	8.508444817
819	8.506589408
820	8.505531036
821	8.504268216
822	8.503452085
823	8.502367512
824	8.501458843
825	8.50041433
826	8.497765886
827	8.496325749
828	8.496269794
829	8.494515622
830	8.493424669
831	8.493037099
832	8.491178285
833	8.490963396
834	8.489403203
835	8.48829579
836	8.48740027
837	8.486329487
838	8.486018736
839	8.485894004
840	8.484447447
841	8.482667369
842	8.479954746
843	8.477277195
844	8.477219395
845	8.47717295
846	8.477118896
847	8.476991548
848	8.476869638
849	8.47280864
850	8.47276987
851	8.470654417
852	8.470372564
853	8.469552452
854	8.468947311
855	8.468792292
856	8.46871518
857	8.467524294
858	8.465895113
859	8.464784354
860	8.463743615
861	8.45950089
862	8.458883197
863	8.458072174
864	8.458027528
865	8.456633277
866	8.455618532
867	8.455556999
868	8.455495948
869	8.454010074
870	8.453967232
871	8.452187549
872	8.452003948
873	8.45169698
874	8.45025471
875	8.449539851
876	8.449317373
877	8.447344343
878	8.445169861
879	8.445117852
880	8.44366566
881	8.443553576
882	8.442880089
883	8.441962321
884	8.441781093
885	8.440980189
886	8.438755383
887	8.438706365
888	8.437506303
889	8.437328518
890	8.43412614
891	8.433028805
892	8.431719538
893	8.430730903
894	8.430502259
895	8.430382973
896	8.430115777
897	8.429968212
898	8.428462425
899	8.42598647
900	8.42282441
901	8.422084987
902	8.421275679
903	8.420160394
904	8.419857437
905	8.418453344
906	8.416244881
907	8.416196328
908	8.41550883
909	8.41359318
910	8.412815082
911	8.412302607
912	8.412261468
913	8.411311339
914	8.410590402
915	8.409397925
916	8.409296931
917	8.408377977
918	8.406209523
919	8.4056928
920	8.404672503
921	8.401476311
922	8.401160288
923	8.401049317
924	8.401015723
925	8.398989115
926	8.395568795
927	8.39550861
928	8.395202288
929	8.395104614
930	8.394197604
931	8.393406886
932	8.393364056
933	8.389913827
934	8.388130507
935	8.387419407
936	8.386976666
937	8.386573792
938	8.385352586
939	8.384660289
940	8.383786662
941	8.381839893
942	8.381809484
943	8.380951168
944	8.380541819
945	8.38006847
946	8.376586816
947	8.375205737
948	8.3751662
949	8.374993661
950	8.374897991
951	8.374742673
952	8.374711721
953	8.37250942
954	8.372453298
955	8.372170672
956	8.372083092
957	8.370347584
958	8.368753145
959	8.367057074
960	8.366753046
961	8.365370214
962	8.364379479
963	8.364016347
964	8.363872652
965	8.363786783
966	8.362700964
967	8.362105754
968	8.361670641
969	8.360740606
970	8.360653036
971	8.357847129
972	8.35740932
973	8.35671712
974	8.356367871
975	8.355641991
976	8.355524218
977	8.354271978
978	8.351766778
979	8.351367665
980	8.351294909
981	8.349807278
982	8.347847724
983	8.34592847
984	8.345586149
985	8.343688977
986	8.343416962
987	8.342443583
988	8.341612484
989	8.341237358
990	8.340164953
991	8.338208178
992	8.337372074
993	8.337101011
994	8.335510887
995	8.335471033
996	8.333719528
997	8.332593759
998	8.332468793
999	8.331138147
