iter	MultiClass
1664	1.579456921
1665	1.579053757
1666	1.578726824
1667	1.578355185
1668	1.577987351
1669	1.577732979
1670	1.577321662
1671	1.577031689
1672	1.57678017
1673	1.576530962
1674	1.576215714
1675	1.575837417
1676	1.575457897
1677	1.575152705
1678	1.574760004
1679	1.574444893
1680	1.574178019
1681	1.573731509
1682	1.57339452
1683	1.573112156
1684	1.572774624
1685	1.572498918
1686	1.572049011
1687	1.571684982
1688	1.57141213
1689	1.571054894
1690	1.57064385
1691	1.570348984
1692	1.569913889
1693	1.569619839
1694	1.569161235
1695	1.568742717
1696	1.568432497
1697	1.568157199
1698	1.567821705
1699	1.567547494
1700	1.56720969
1701	1.566889686
1702	1.566538837
1703	1.566269518
1704	1.565842032
1705	1.565496346
1706	1.565095085
1707	1.564788398
1708	1.564439044
1709	1.564005443
1710	1.563548062
1711	1.56324287
1712	1.562911996
1713	1.562631942
1714	1.562298486
1715	1.562057566
1716	1.561765691
1717	1.56142218
1718	1.561004341
1719	1.560583784
1720	1.560201954
1721	1.559867819
1722	1.559585998
1723	1.559215175
1724	1.558985941
1725	1.558656154
1726	1.558233288
1727	1.557829309
1728	1.557558223
1729	1.557115382
1730	1.556671997
1731	1.556226574
1732	1.555977501
1733	1.55572014
1734	1.555356382
1735	1.555127148
1736	1.554842882
1737	1.554408737
1738	1.554089005
1739	1.553862761
1740	1.553662198
1741	1.553310534
1742	1.553042438
1743	1.552623512
1744	1.552229316
1745	1.551858629
1746	1.551556698
1747	1.551145517
1748	1.550780129
1749	1.550440287
1750	1.550045004
1751	1.549768755
1752	1.549392089
1753	1.549054964
1754	1.548681015
1755	1.548282879
1756	1.54790662
1757	1.547641649
1758	1.547302622
1759	1.546936011
1760	1.546679601
1761	1.546367479
1762	1.546116504
1763	1.545876263
1764	1.545656949
1765	1.545295773
1766	1.545014496
1767	1.544638509
1768	1.544335219
1769	1.544033967
1770	1.543670753
1771	1.543306316
1772	1.542975714
1773	1.542635736
1774	1.542275647
1775	1.54184191
1776	1.541548132
1777	1.541262099
1778	1.541026343
1779	1.540609319
1780	1.540147998
1781	1.539829353
1782	1.539450513
1783	1.539081727
1784	1.53866484
1785	1.538296598
1786	1.537849952
1787	1.537520301
1788	1.537292154
1789	1.536988592
1790	1.536652827
1791	1.536282003
1792	1.535868512
1793	1.535566038
1794	1.535182713
1795	1.53492046
1796	1.53455412
1797	1.534162235
1798	1.5336842
1799	1.533423577
1800	1.533155481
1801	1.532737235
1802	1.532504875
1803	1.5321437
1804	1.531835518
1805	1.531439149
1806	1.531149175
1807	1.53078664
1808	1.530434433
1809	1.52999526
1810	1.529747818
1811	1.529362999
1812	1.529117731
1813	1.528802891
1814	1.528588468
1815	1.528265747
1816	1.527861225
1817	1.527503174
1818	1.527083433
1819	1.526838437
1820	1.526437311
1821	1.526044475
1822	1.525777602
1823	1.525483008
1824	1.525181757
1825	1.524865422
1826	1.52448862
1827	1.524103664
1828	1.523751728
1829	1.523517467
1830	1.523105199
1831	1.522697144
1832	1.522429727
1833	1.522206608
1834	1.52192832
1835	1.521738628
1836	1.521376637
1837	1.521114656
1838	1.520801854
1839	1.520385781
1840	1.519995527
1841	1.519694275
1842	1.519416123
1843	1.519160936
1844	1.518768779
1845	1.518475273
1846	1.518069256
1847	1.517716233
1848	1.517373537
1849	1.517018883
1850	1.516692086
1851	1.516382274
1852	1.516017157
1853	1.515683022
1854	1.515365872
1855	1.514958904
1856	1.514688497
1857	1.514402057
1858	1.514126895
1859	1.513834747
1860	1.513446803
1861	1.513140795
1862	1.512798099
1863	1.512394256
1864	1.512067051
1865	1.511804798
1866	1.511483435
1867	1.511267246
1868	1.510985562
1869	1.510572886
1870	1.510313487
1871	1.509886
1872	1.509465579
1873	1.509133075
1874	1.508789699
1875	1.508424855
1876	1.508073462
1877	1.507700193
1878	1.50740261
1879	1.507058012
1880	1.506704174
1881	1.506328459
1882	1.506026799
1883	1.505783434
1884	1.505378368
1885	1.505068963
1886	1.504683464
1887	1.504341176
1888	1.503986387
1889	1.503715301
1890	1.503542866
1891	1.50322164
1892	1.502916583
1893	1.502582448
1894	1.502266249
1895	1.501947197
1896	1.501699891
1897	1.501395106
1898	1.501098339
1899	1.50075673
1900	1.500383189
1901	1.500024595
1902	1.499791964
1903	1.499564904
1904	1.499336621
1905	1.499053034
1906	1.498714823
1907	1.498548638
1908	1.498185968
1909	1.49792453
1910	1.497515387
1911	1.497178399
1912	1.496838692
1913	1.496540838
1914	1.496231705
1915	1.495821883
1916	1.495505684
1917	1.49516788
1918	1.494910247
1919	1.494565105
1920	1.494310597
1921	1.494053915
1922	1.493889633
1923	1.493593545
1924	1.493291206
1925	1.492969572
1926	1.492714656
1927	1.492431885
1928	1.492024101
1929	1.491717143
1930	1.491351211
1931	1.491138555
1932	1.490734304
1933	1.490393782
1934	1.489962899
1935	1.489646156
1936	1.489334578
1937	1.489120291
1938	1.488744847
1939	1.488396309
1940	1.488102938
1941	1.487834027
1942	1.487505462
1943	1.487203803
1944	1.486934212
1945	1.486672502
1946	1.486405085
1947	1.486042007
1948	1.485766437
1949	1.485379716
1950	1.484989869
1951	1.484744736
1952	1.484432614
1953	1.484110301
1954	1.483857423
1955	1.48346975
1956	1.483164422
1957	1.482826075
1958	1.482455251
1959	1.482232132
1960	1.481879381
1961	1.481629221
1962	1.481237879
1963	1.480968968
1964	1.480599911
1965	1.480308171
1966	1.479970774
1967	1.479660554
1968	1.479263098
1969	1.478993235
1970	1.478590208
1971	1.478212862
1972	1.477908077
1973	1.4777192
1974	1.477516328
1975	1.477229208
1976	1.476887599
1977	1.476586755
1978	1.476350048
1979	1.476045535
1980	1.475752708
1981	1.475452951
1982	1.475138111
1983	1.474881972
1984	1.474448915
1985	1.474133667
1986	1.473878887
1987	1.473597475
1988	1.473285216
1989	1.473033562
1990	1.472733397
1991	1.472440435
1992	1.472076269
1993	1.471765098
1994	1.471438029
1995	1.471145474
1996	1.470794217
1997	1.470412659
1998	1.469976612
1999	1.469630519
