iter	MultiClass
357	2.27792509
358	2.276859906
359	2.275946368
360	2.274786882
361	2.274003926
362	2.273013343
363	2.272040695
364	2.271248228
365	2.270238077
366	2.269280784
367	2.268420104
368	2.267366743
369	2.266331861
370	2.265434493
371	2.264685372
372	2.263803087
373	2.262705971
374	2.261824501
375	2.260779564
376	2.259681904
377	2.258705316
378	2.25776134
379	2.256916694
380	2.256052753
381	2.255249959
382	2.254368217
383	2.253660948
384	2.252671859
385	2.25159499
386	2.250750072
387	2.249759624
388	2.24879214
389	2.247942874
390	2.247088988
391	2.246165938
392	2.245276722
393	2.244514149
394	2.243569086
395	2.242864263
396	2.241768506
397	2.24095919
398	2.239898762
399	2.238924892
400	2.238234201
401	2.237275957
402	2.236563796
403	2.23588615
404	2.235076426
405	2.234224578
406	2.233418794
407	2.232550641
408	2.231838344
409	2.231014488
410	2.23014946
411	2.229204804
412	2.22849903
413	2.227642155
414	2.226914096
415	2.226068227
416	2.225390717
417	2.22453357
418	2.223730096
419	2.22287852
420	2.221989576
421	2.221101855
422	2.220288734
423	2.219691394
424	2.218746331
425	2.21784475
426	2.216941811
427	2.216060476
428	2.215255508
429	2.214372679
430	2.213402749
431	2.212763694
432	2.212329549
433	2.211277682
434	2.210356534
435	2.209611762
436	2.208860331
437	2.208248724
438	2.207554772
439	2.206923597
440	2.206220541
441	2.205405517
442	2.204685475
443	2.204095337
444	2.203341597
445	2.202653759
446	2.201836018
447	2.200817714
448	2.199972117
449	2.199245825
450	2.198586522
451	2.197518214
452	2.196791514
453	2.195924039
454	2.195087546
455	2.19428516
456	2.193506689
457	2.192879455
458	2.191983038
459	2.191055367
460	2.190352854
461	2.18959626
462	2.188958156
463	2.187989313
464	2.18730528
465	2.186310892
466	2.185931643
467	2.185061452
468	2.18414669
469	2.183329357
470	2.182694377
471	2.181865494
472	2.180932252
473	2.180109212
474	2.179217007
475	2.178372089
476	2.177464801
477	2.176861347
478	2.17619756
479	2.175434715
480	2.174731659
481	2.173853586
482	2.172975513
483	2.172367982
484	2.171803118
485	2.171195451
486	2.170463316
487	2.169887853
488	2.169145935
489	2.168626184
490	2.167733028
491	2.167039211
492	2.166170242
493	2.165494091
494	2.164604603
495	2.163884154
496	2.163083942
497	2.162261037
498	2.161432969
499	2.160815926
500	2.16014222
501	2.159396361
502	2.158583375
503	2.15791592
504	2.15726314
505	2.156377322
506	2.155689484
507	2.155061435
508	2.154151566
509	2.15335937
510	2.152469339
511	2.151721578
512	2.151003031
513	2.150320628
514	2.149324202
515	2.148527386
516	2.147779896
517	2.146989603
518	2.14626399
519	2.145467855
520	2.144545755
521	2.143706545
522	2.142852795
523	2.141890474
524	2.141000579
525	2.139970318
526	2.139386295
527	2.138626847
528	2.137772689
529	2.13690902
530	2.136147534
531	2.135391211
532	2.134651195
533	2.133913896
534	2.133016799
535	2.132245938
536	2.131531603
537	2.130679483
538	2.130166255
539	2.129373516
540	2.128659453
541	2.1278784
542	2.127289349
543	2.126590641
544	2.125830107
545	2.125083975
546	2.124623877
547	2.123864158
548	2.123061499
549	2.122332897
550	2.121507546
551	2.12088602
552	2.120359746
553	2.11970982
554	2.118860011
555	2.118270144
556	2.117573474
557	2.11692545
558	2.116248891
559	2.115535508
560	2.114713282
561	2.113962803
562	2.113414109
563	2.112907811
564	2.112205298
565	2.111674133
566	2.111094186
567	2.110440048
568	2.109577465
569	2.108948329
570	2.108086697
571	2.107571838
572	2.106802335
573	2.106159339
574	2.105508733
575	2.104737872
576	2.104039707
577	2.10332578
578	2.102488743
579	2.10193081
580	2.101056134
581	2.100286902
582	2.099600016
583	2.098838123
584	2.098167134
585	2.097369232
586	2.096663594
587	2.095879144
588	2.095248105
589	2.094550892
590	2.093945263
591	2.093453232
592	2.092736044
593	2.091845198
594	2.091161981
595	2.090488818
596	2.089816472
597	2.089154588
598	2.088319046
599	2.087571148
600	2.086897986
601	2.086147371
602	2.085563211
603	2.08485173
604	2.083997165
605	2.083494128
606	2.082942852
607	2.082541319
608	2.081835953
609	2.081083979
610	2.080424405
611	2.07968235
612	2.078824252
613	2.077976073
614	2.077315548
615	2.076670377
616	2.076032137
617	2.075373922
618	2.074754433
619	2.074025015
620	2.073565868
621	2.072989183
622	2.072297812
623	2.071723708
624	2.071008423
625	2.070312432
626	2.069636552
627	2.069024401
628	2.068315638
629	2.067688268
630	2.067102614
631	2.066314767
632	2.065661851
633	2.065052554
634	2.064570578
635	2.063584071
636	2.063023556
637	2.062385995
638	2.061678318
639	2.060958956
640	2.060305089
641	2.059732752
642	2.058987572
643	2.058245245
644	2.057580779
645	2.056755836
646	2.056191244
647	2.055546618
648	2.055026323
649	2.054411862
650	2.053810446
651	2.053149377
652	2.052425667
653	2.051933772
654	2.051248924
655	2.050415148
656	2.049767668
657	2.049092468
658	2.048362914
659	2.047561343
660	2.046811271
661	2.045916349
662	2.045356784
663	2.044846409
664	2.044048507
665	2.043262019
666	2.042445093
667	2.041794487
668	2.041167525
669	2.040478464
670	2.039691704
671	2.038992724
672	2.03836848
673	2.037828211
674	2.037284816
675	2.036553496
676	2.035925175
677	2.035352295
678	2.034655353
679	2.033897672
680	2.03310602
681	2.032455822
682	2.031759152
683	2.030961114
684	2.030385923
685	2.029743334
686	2.028969347
687	2.028435057
688	2.027771678
689	2.027125013
690	2.026540174
691	2.026006971
692	2.025372943
693	2.024788512
694	2.023991289
695	2.02336324
696	2.022601347
697	2.022089749
698	2.021536435
699	2.020810143
700	2.020147715
701	2.019445746
702	2.018774486
703	2.018101596
704	2.017415117
705	2.01688898
706	2.016217584
707	2.015825834
708	2.01531315
709	2.014809569
710	2.014223915
711	2.013622363
712	2.013013609
713	2.012326451
714	2.011603691
715	2.010953901
716	2.010293104
717	2.009553359
718	2.009171529
719	2.00867352
720	2.00820554
721	2.00759733
722	2.006966971
723	2.00626636
724	2.005497944
725	2.005012164
726	2.004470672
727	2.003916951
728	2.003321242
729	2.002567229
730	2.001766609
731	2.001069124
732	2.000517577
733	1.999982743
734	1.999426847
735	1.998775698
736	1.998094791
737	1.997482776
738	1.996721833
739	1.996164715
740	1.995664803
741	1.995205248
742	1.994420662
743	1.993813403
744	1.99332409
745	1.992572795
746	1.991820277
747	1.991263838
748	1.990707127
749	1.990383727
750	1.989843594
751	1.989276692
752	1.988623912
753	1.988044101
754	1.987534541
755	1.986899154
756	1.986238901
757	1.985583268
758	1.984963507
759	1.984466721
760	1.983816523
761	1.983217281
762	1.982656357
763	1.982021242
764	1.981359222
765	1.980756447
766	1.980108695
767	1.979547908
768	1.979004649
769	1.978357305
770	1.977903185
771	1.977184638
772	1.976578738
773	1.975878807
774	1.975423736
775	1.974825173
776	1.974481119
777	1.973771132
778	1.973275025
779	1.972660021
780	1.972146521
781	1.971474581
782	1.97093635
783	1.970345669
784	1.969781213
785	1.969058997
786	1.968519815
787	1.967964735
788	1.967224311
789	1.966729155
790	1.965994981
791	1.965404028
792	1.964879249
793	1.964387219
794	1.963800206
795	1.963245397
796	1.962591802
797	1.961967965
798	1.961344944
799	1.960781167
800	1.960157194
801	1.959455361
802	1.958900552
803	1.958240299
804	1.957568224
805	1.957046571
806	1.956389986
807	1.956098654
808	1.955571973
809	1.955228462
810	1.954630986
811	1.953960134
812	1.953448536
813	1.952781761
814	1.952104522
815	1.951613442
816	1.951053063
817	1.950574348
818	1.949927547
819	1.94927667
820	1.948593181
821	1.948036198
822	1.947452718
823	1.946847497
824	1.946277878
825	1.945759078
826	1.945290147
827	1.944628263
828	1.944123867
829	1.943635777
830	1.942977154
831	1.942346931
832	1.941667654
833	1.941152931
834	1.94061076
835	1.940019399
836	1.939337812
837	1.938888856
838	1.938410957
839	1.937961321
840	1.937346589
841	1.936805504
842	1.936206534
843	1.935462713
844	1.934785338
845	1.934322386
846	1.933657105
847	1.933075936
848	1.932539471
849	1.931997164
850	1.93137455
851	1.930736717
852	1.930139242
853	1.929752792
854	1.929292421
855	1.928870914
856	1.928219357
857	1.927553668
858	1.927074274
859	1.926585233
860	1.926016293
861	1.92547847
862	1.924921487
863	1.924388284
864	1.923866631
865	1.923250947
866	1.922784326
867	1.922431847
868	1.921926092
869	1.921360685
870	1.920964859
871	1.920439537
872	1.919954979
873	1.919338888
874	1.918836666
875	1.91827153
876	1.917657613
877	1.917173192
878	1.916533321
879	1.915874154
880	1.915389733
881	1.914931945
882	1.914269925
883	1.91372952
884	1.913193055
885	1.912630094
886	1.912113604
887	1.911696309
888	1.911124379
889	1.910638327
890	1.910346316
891	1.90984192
892	1.909330729
893	1.908659198
894	1.908190403
895	1.907640758
896	1.90717142
897	1.906621095
898	1.906177846
899	1.905649535
900	1.905007762
901	1.904329164
902	1.903680053
903	1.9031069
904	1.902560381
905	1.902045114
906	1.90142481
907	1.900756812
908	1.900397266
909	1.899902382
910	1.89944174
911	1.898931773
912	1.898333618
913	1.89772894
914	1.897205928
915	1.896755206
916	1.89623926
917	1.895715704
918	1.895172038
919	1.894622937
920	1.894117318
921	1.89374663
922	1.893329335
923	1.892699111
924	1.89222162
925	1.891541528
926	1.891037675
927	1.890440879
928	1.889798698
929	1.889342812
930	1.888816131
931	1.888266758
932	1.887804757
933	1.887194509
934	1.886685085
935	1.886085164
936	1.885625065
937	1.885103004
938	1.884538548
939	1.883982381
940	1.883563863
941	1.882998863
942	1.882489983
943	1.882067796
944	1.881685694
945	1.88119774
946	1.880545503
947	1.879979009
948	1.879463606
949	1.878985436
950	1.878506314
951	1.877998249
952	1.877347507
953	1.8768514
954	1.876445519
955	1.875942346
956	1.875506298
957	1.875036145
958	1.874394236
959	1.87394759
960	1.873637777
961	1.873198605
962	1.872719755
963	1.872276913
964	1.871845215
965	1.871270295
966	1.870815496
967	1.870302812
968	1.869882119
969	1.869406394
970	1.868902678
971	1.868196768
972	1.867622936
973	1.867034836
974	1.866591859
975	1.866030528
976	1.865484416
977	1.865002169
978	1.864440838
979	1.863835481
980	1.863312877
981	1.862599221
982	1.862061262
983	1.861622498
984	1.861007221
985	1.860457033
986	1.860035933
987	1.859644047
988	1.859182726
989	1.858596529
990	1.858210079
991	1.85779455
992	1.857367743
993	1.856869326
994	1.856414662
995	1.856036094
996	1.855369861
997	1.854824837
998	1.854298292
999	1.853860886
1000	1.853286646
1001	1.853000205
1002	1.852630061
1003	1.852298916
1004	1.851898741
1005	1.851352493
1006	1.850892939
1007	1.850343837
1008	1.849740247
1009	1.849383283
1010	1.84890389
1011	1.848387264
1012	1.847984237
1013	1.847449267
1014	1.846907775
1015	1.846397808
1016	1.846030789
1017	1.845568109
1018	1.845062354
1019	1.844464335
1020	1.843911836
1021	1.843408527
1022	1.843143013
1023	1.842722184
1024	1.842279071
1025	1.841854982
1026	1.841418799
1027	1.840847684
1028	1.840360138
1029	1.839737116
1030	1.839269816
1031	1.838675873
1032	1.838116173
1033	1.837625773
1034	1.837288105
1035	1.83677773
1036	1.836345352
1037	1.835832667
1038	1.835550574
1039	1.835048896
1040	1.834562165
1041	1.834051518
1042	1.833485975
1043	1.83296568
1044	1.8326007
1045	1.832094809
1046	1.831543534
1047	1.831175156
1048	1.830664373
1049	1.830094346
1050	1.82961998
1051	1.829097647
1052	1.828501395
1053	1.827860844
1054	1.82731283
1055	1.826661001
1056	1.82609573
1057	1.825569728
1058	1.825282473
1059	1.824717745
1060	1.824279252
1061	1.82385258
1062	1.823585299
1063	1.823146263
1064	1.822582758
1065	1.822212478
1066	1.821773305
1067	1.821213741
1068	1.820753915
1069	1.820240822
1070	1.819692264
1071	1.819224284
1072	1.818642028
1073	1.818264682
1074	1.817815182
1075	1.81732981
1076	1.816802042
1077	1.816336372
1078	1.815963647
1079	1.815405577
1080	1.814960154
1081	1.8144953
1082	1.813851352
1083	1.813294777
1084	1.81277326
1085	1.812315879
1086	1.811966661
1087	1.811527217
1088	1.811081794
1089	1.810554705
1090	1.810053027
1091	1.80944767
1092	1.80901964
1093	1.808437655
1094	1.807875916
1095	1.807374782
1096	1.806979635
1097	1.806476054
1098	1.806031718
1099	1.805469844
1100	1.804955257
1101	1.804671806
1102	1.804272039
1103	1.803909776
1104	1.803405652
1105	1.803039448
1106	1.802428656
1107	1.80194342
1108	1.801406276
1109	1.800999715
1110	1.800620875
1111	1.800143383
1112	1.799625263
1113	1.799123313
1114	1.798621906
1115	1.798148355
1116	1.79770864
1117	1.797220957
1118	1.796799313
1119	1.796458112
1120	1.795984969
1121	1.795693909
1122	1.795177283
1123	1.794816243
1124	1.794316739
1125	1.793959776
1126	1.793483779
1127	1.792978296
1128	1.792524856
1129	1.791992468
1130	1.791543376
1131	1.790968457
1132	1.790429954
1133	1.789880445
1134	1.789452687
1135	1.789006856
1136	1.7885863
1137	1.788222134
1138	1.787752252
1139	1.787425727
1140	1.786970384
1141	1.78645865
1142	1.786036871
1143	1.785601231
1144	1.785035145
1145	1.784488625
1146	1.783974038
1147	1.783541116
1148	1.783200866
1149	1.782789414
1150	1.78221531
1151	1.7817866
1152	1.781313185
1153	1.780764627
1154	1.780364046
1155	1.780083448
1156	1.779769016
1157	1.779212169
1158	1.778828029
1159	1.778333553
1160	1.777809182
1161	1.777372183
1162	1.777004893
1163	1.776385948
1164	1.775911038
1165	1.775316824
1166	1.774808215
1167	1.774278545
1168	1.773910303
1169	1.773440557
1170	1.77310846
1171	1.772590748
1172	1.772086759
1173	1.771649218
1174	1.771222003
1175	1.770682141
1176	1.770254383
1177	1.769822412
1178	1.769195586
1179	1.768724481
1180	1.768243457
1181	1.76774966
1182	1.767234937
1183	1.766727823
1184	1.766190815
1185	1.765654758
1186	1.765103483
1187	1.764652353
1188	1.764153256
1189	1.763577657
1190	1.76311158
1191	1.762586394
1192	1.762066643
1193	1.761655191
1194	1.761113155
1195	1.760669227
1196	1.760231821
1197	1.759749438
1198	1.759229959
1199	1.758695261
1200	1.758105259
1201	1.757544472
1202	1.757259662
1203	1.756783665
1204	1.756493556
1205	1.755996633
1206	1.755739679
1207	1.755358121
1208	1.754991646
1209	1.754562121
1210	1.754212088
1211	1.75392456
1212	1.753407527
1213	1.753125978
1214	1.752729337
1215	1.752214614
1216	1.751808597
1217	1.751456933
1218	1.750956206
1219	1.750672483
1220	1.750302746
1221	1.749910046
1222	1.749464079
1223	1.74902083
1224	1.748705039
1225	1.748087861
1226	1.74781759
1227	1.747412388
1228	1.74708695
1229	1.746696559
1230	1.746153844
1231	1.745790766
1232	1.745275907
1233	1.744746644
1234	1.744269153
1235	1.743749946
1236	1.743228428
1237	1.742915355
1238	1.742662342
1239	1.742285132
1240	1.741925858
1241	1.741441437
1242	1.741027674
1243	1.740506972
1244	1.740108836
1245	1.739646156
1246	1.739229269
1247	1.738811294
1248	1.738384079
1249	1.737924932
1250	1.737499348
1251	1.736972667
1252	1.736479277
1253	1.736187673
1254	1.73563667
1255	1.735293838
1256	1.734931031
1257	1.734338448
1258	1.733956346
1259	1.733556172
1260	1.733006527
1261	1.732671033
1262	1.732330375
1263	1.731890116
1264	1.731407325
1265	1.73106626
1266	1.730768677
1267	1.730135872
1268	1.729789371
1269	1.729248966
1270	1.728790498
1271	1.728282705
1272	1.727949385
1273	1.727473389
1274	1.727023346
1275	1.726633906
1276	1.726143506
1277	1.725691289
1278	1.725258231
1279	1.724733317
1280	1.724307461
1281	1.723774122
1282	1.723335901
1283	1.722862486
1284	1.722583927
1285	1.722231991
1286	1.721947588
1287	1.721522276
1288	1.72107332
1289	1.720685783
1290	1.720435216
1291	1.720020366
1292	1.719607691
1293	1.719216757
1294	1.718801771
1295	1.718435704
1296	1.718151301
1297	1.717809829
1298	1.717382478
1299	1.716910014
1300	1.716408064
1301	1.715842521
1302	1.715402125
1303	1.714847453
1304	1.714539679
1305	1.714124693
1306	1.713622607
1307	1.71309416
1308	1.712647786
1309	1.712182252
1310	1.711823658
1311	1.711403237
1312	1.710906179
1313	1.71046986
1314	1.709979868
1315	1.709641928
1316	1.709180471
1317	1.708647675
1318	1.708353761
1319	1.707977774
1320	1.707475688
1321	1.707254063
1322	1.706918705
1323	1.706517444
1324	1.706265382
1325	1.705886541
1326	1.705569391
1327	1.705078176
1328	1.70478399
1329	1.704342644
1330	1.704129308
1331	1.703725465
1332	1.703341733
1333	1.702923758
1334	1.702392185
1335	1.702063893
1336	1.701648228
1337	1.701149675
1338	1.700645007
1339	1.70025584
1340	1.69985716
1341	1.699468128
1342	1.699016319
1343	1.698610166
1344	1.698177244
1345	1.697793104
1346	1.697447962
1347	1.69698338
1348	1.696648973
1349	1.696252196
1350	1.695793592
1351	1.69533064
1352	1.694815102
1353	1.694312201
1354	1.693988528
1355	1.693534952
1356	1.693112357
1357	1.692607961
1358	1.69216743
1359	1.691778127
1360	1.691325094
1361	1.690911875
1362	1.690558173
1363	1.690263308
1364	1.68989724
1365	1.689500871
1366	1.689050964
1367	1.688650789
1368	1.688391797
1369	1.687999504
1370	1.687662651
1371	1.687421596
1372	1.687150646
1373	1.686889887
1374	1.686614861
1375	1.686208844
1376	1.685908951
1377	1.685477796
1378	1.685058734
1379	1.684628666
1380	1.684165578
1381	1.683930909
1382	1.683479235
1383	1.683187631
1384	1.682824281
1385	1.682370977
1386	1.682087526
1387	1.681733823
1388	1.681322235
1389	1.681034436
1390	1.680504902
1391	1.680199438
1392	1.679766244
1393	1.679424907
1394	1.679112377
1395	1.678761664
1396	1.678336624
1397	1.67800276
1398	1.677688464
1399	1.677209478
1400	1.676858901
1401	1.6764893
1402	1.676060047
1403	1.675762057
1404	1.675423981
1405	1.675048945
1406	1.674672822
1407	1.67418908
1408	1.673807522
1409	1.673310871
1410	1.672795197
1411	1.672325315
1412	1.671875408
1413	1.671419793
1414	1.671059705
1415	1.670765383
1416	1.670342381
1417	1.669971965
1418	1.669514856
1419	1.669256543
1420	1.668816148
1421	1.668349799
1422	1.667973812
1423	1.667489662
1424	1.66707821
1425	1.666792177
1426	1.666452878
1427	1.66600596
1428	1.665649133
1429	1.665373971
1430	1.665135225
1431	1.664779213
1432	1.664312184
1433	1.663979951
1434	1.663469033
1435	1.663046438
1436	1.66262262
1437	1.662280468
1438	1.661955437
1439	1.661585565
1440	1.661116362
1441	1.660768231
1442	1.660382053
1443	1.659954566
1444	1.659471096
1445	1.659048637
1446	1.658662187
1447	1.658270166
1448	1.657908039
1449	1.65756018
1450	1.657175088
1451	1.656947893
1452	1.656652484
1453	1.656230161
1454	1.655732423
1455	1.655314992
1456	1.65489362
1457	1.654573209
1458	1.654207957
1459	1.653790526
1460	1.65339239
1461	1.653020615
1462	1.652573561
1463	1.652110202
1464	1.651700108
1465	1.651348172
1466	1.650992975
1467	1.650578126
1468	1.65021464
1469	1.649872216
1470	1.649524357
1471	1.64916848
1472	1.648713681
1473	1.64851176
1474	1.648066065
1475	1.647578654
1476	1.647254031
1477	1.646818255
1478	1.646416587
1479	1.64607756
1480	1.645536475
1481	1.64523006
1482	1.644801758
1483	1.644455529
1484	1.644004263
1485	1.643611563
1486	1.643174021
1487	1.642874943
1488	1.642506973
1489	1.642002306
1490	1.641695619
1491	1.641271529
1492	1.640876247
1493	1.640388021
1494	1.640080519
1495	1.639758477
1496	1.639299873
1497	1.639073901
1498	1.638784607
1499	1.6384733
1500	1.638198002
1501	1.637762226
1502	1.637437331
1503	1.636940816
1504	1.636639021
1505	1.636137478
1506	1.635866121
1507	1.635523697
1508	1.635253426
1509	1.634787621
1510	1.634511236
1511	1.634101822
1512	1.633763202
1513	1.633299707
1514	1.63281678
1515	1.632445821
1516	1.632011948
1517	1.631593701
1518	1.631316229
1519	1.630958586
1520	1.630626082
1521	1.630267488
1522	1.62982682
1523	1.62939186
1524	1.62908232
1525	1.628680379
1526	1.628199627
1527	1.627692649
1528	1.627330929
1529	1.627091776
1530	1.626835366
1531	1.626447965
1532	1.626150382
1533	1.625859185
1534	1.625366339
1535	1.625057614
1536	1.624858682
1537	1.624486636
1538	1.624106436
1539	1.623663323
1540	1.623124549
1541	1.622690268
1542	1.622219299
1543	1.621858531
1544	1.621545322
1545	1.621256571
1546	1.62084376
1547	1.620361377
1548	1.62012168
1549	1.619826407
1550	1.619503279
1551	1.619024293
1552	1.618715024
1553	1.618363632
1554	1.617935194
1555	1.61761057
1556	1.617231322
1557	1.616933332
1558	1.616616997
1559	1.616285715
1560	1.615854424
1561	1.615458462
1562	1.615013447
1563	1.614689231
1564	1.614420591
1565	1.613937665
1566	1.613511673
1567	1.613082827
1568	1.61273918
1569	1.612378412
1570	1.612004328
1571	1.611712995
1572	1.611477239
1573	1.611189848
1574	1.610727303
1575	1.610429041
1576	1.610086481
1577	1.609697585
1578	1.609289258
1579	1.608854434
1580	1.608554677
1581	1.608330743
1582	1.608165509
1583	1.60770677
1584	1.607424406
1585	1.607026678
1586	1.606742004
1587	1.606392921
1588	1.605981741
1589	1.605561592
1590	1.605291593
1591	1.605074589
1592	1.604856361
1593	1.604483228
1594	1.604107105
1595	1.603717122
1596	1.603307572
1597	1.602983492
1598	1.602552065
1599	1.602219832
1600	1.60190771
1601	1.601549116
1602	1.601223269
1603	1.600952863
1604	1.600526463
1605	1.600132132
1606	1.599858872
1607	1.599488185
1608	1.598960689
1609	1.598583886
1610	1.59821415
1611	1.597935998
1612	1.597563544
1613	1.597201281
1614	1.596906008
1615	1.596444959
1616	1.596049676
1617	1.595632653
1618	1.59531428
1619	1.59503939
1620	1.594751454
1621	1.59445292
1622	1.59405261
1623	1.593634772
1624	1.593347516
1625	1.592979274
1626	1.592615788
1627	1.592362231
1628	1.592086662
1629	1.591836094
1630	1.591558078
1631	1.59120723
1632	1.590830563
1633	1.590394652
1634	1.589973416
1635	1.589654907
1636	1.589330827
1637	1.589000497
1638	1.588643262
1639	1.588236565
1640	1.587935721
1641	1.587613408
1642	1.587199645
1643	1.586838877
1644	1.586538305
1645	1.586108236
1646	1.585716895
1647	1.585470132
1648	1.585070094
1649	1.584624942
1650	1.584337551
1651	1.584015101
1652	1.58364618
1653	1.58330199
1654	1.582956712
1655	1.582653286
1656	1.582281512
1657	1.581930935
1658	1.581575466
1659	1.581296363
1660	1.580921735
1661	1.580602139
1662	1.58020346
1663	1.579968926
