iter	Passed	Remaining
1661	153234	31163
1662	153331	31071
1663	153417	30978
1664	153516	30887
1665	153612	30796
1666	153701	30703
1667	153794	30611
1668	153884	30518
1669	153962	30423
1670	154059	30332
1671	154145	30238
1672	154231	30145
1673	154320	30052
1674	154406	29959
1675	154503	29868
1676	154598	29776
1677	154689	29684
1678	154784	29592
1679	154870	29499
1680	154954	29405
1681	155050	29313
1682	155145	29222
1683	155231	29128
1684	155319	29036
1685	155408	28943
1686	155501	28851
1687	155594	28759
1688	155681	28666
1689	155774	28573
1690	155863	28481
1691	155950	28388
1692	156049	28297
1693	156136	28204
1694	156233	28112
1695	156329	28021
1696	156415	27927
1697	156501	27834
1698	156598	27743
1699	156690	27651
1700	156777	27558
1701	156860	27464
1702	156954	27372
1703	157044	27280
1704	157141	27188
1705	157237	27097
1706	157336	27006
1707	157424	26913
1708	157518	26821
1709	157616	26730
1710	157715	26639
1711	157807	26546
1712	157897	26454
1713	157985	26361
1714	158072	26268
1715	158156	26175
1716	158240	26081
1717	158334	25989
1718	158427	25897
1719	158524	25806
1720	158618	25714
1721	158714	25622
1722	158803	25530
1723	158897	25438
1724	158978	25344
1725	159069	25252
1726	159165	25160
1727	159263	25069
1728	159350	24976
1729	159446	24884
1730	159546	24793
1731	159642	24702
1732	159727	24608
1733	159805	24514
1734	159900	24422
1735	159990	24330
1736	160083	24238
1737	160181	24146
1738	160271	24054
1739	160365	23962
1740	160451	23869
1741	160546	23777
1742	160633	23684
1743	160729	23593
1744	160827	23502
1745	160925	23410
1746	161013	23317
1747	161110	23226
1748	161200	23133
1749	161288	23041
1750	161383	22949
1751	161469	22856
1752	161559	22763
1753	161652	22671
1754	161746	22580
1755	161840	22488
1756	161940	22397
1757	162031	22304
1758	162124	22212
1759	162217	22120
1760	162301	22027
1761	162389	21934
1762	162474	21841
1763	162563	21748
1764	162647	21655
1765	162749	21564
1766	162841	21472
1767	162938	21381
1768	163038	21289
1769	163138	21198
1770	163244	21108
1771	163348	21017
1772	163448	20926
1773	163547	20835
1774	163642	20743
1775	163737	20651
1776	163826	20558
1777	163908	20465
1778	163985	20371
1779	164085	20280
1780	164186	20189
1781	164288	20098
1782	164387	20006
1783	164484	19915
1784	164579	19823
1785	164676	19731
1786	164774	19640
1787	164870	19548
1788	164948	19454
1789	165034	19361
1790	165128	19269
1791	165222	19177
1792	165320	19086
1793	165411	18993
1794	165506	18901
1795	165593	18809
1796	165688	18717
1797	165781	18625
1798	165881	18533
1799	165973	18441
1800	166058	18348
1801	166157	18257
1802	166241	18163
1803	166334	18071
1804	166427	17979
1805	166521	17887
1806	166609	17795
1807	166700	17702
1808	166796	17610
1809	166892	17519
1810	166981	17426
1811	167076	17334
1812	167163	17241
1813	167255	17149
1814	167338	17056
1815	167434	16964
1816	167530	16872
1817	167624	16780
1818	167723	16689
1819	167802	16595
1820	167898	16504
1821	167992	16412
1822	168076	16319
1823	168169	16226
1824	168258	16134
1825	168347	16041
1826	168440	15949
1827	168536	15857
1828	168624	15765
1829	168708	15672
1830	168806	15580
1831	168899	15488
1832	168990	15396
1833	169070	15303
1834	169159	15210
1835	169235	15116
1836	169331	15025
1837	169421	14932
1838	169516	14840
1839	169615	14749
1840	169710	14657
1841	169793	14564
1842	169878	14471
1843	169962	14378
1844	170060	14286
1845	170147	14194
1846	170244	14102
1847	170338	14010
1848	170432	13918
1849	170528	13826
1850	170622	13734
1851	170716	13642
1852	170807	13550
1853	170899	13458
1854	170987	13365
1855	171084	13273
1856	171172	13181
1857	171266	13089
1858	171357	12997
1859	171448	12904
1860	171547	12813
1861	171638	12720
1862	171730	12628
1863	171828	12536
1864	171921	12444
1865	172011	12352
1866	172106	12260
1867	172187	12167
1868	172274	12074
1869	172369	11982
1870	172459	11890
1871	172558	11798
1872	172656	11707
1873	172741	11614
1874	172834	11522
1875	172929	11430
1876	173024	11338
1877	173119	11246
1878	173210	11154
1879	173305	11062
1880	173401	10970
1881	173497	10878
1882	173586	10785
1883	173668	10692
1884	173766	10601
1885	173859	10509
1886	173951	10416
1887	174043	10324
1888	174140	10232
1889	174230	10140
1890	174304	10047
1891	174395	9954
1892	174483	9862
1893	174579	9770
1894	174669	9678
1895	174763	9586
1896	174847	9493
1897	174942	9401
1898	175034	9309
1899	175131	9217
1900	175228	9125
1901	175328	9033
1902	175418	8941
1903	175506	8849
1904	175599	8756
1905	175694	8664
1906	175782	8572
1907	175862	8479
1908	175955	8387
1909	176043	8295
1910	176142	8203
1911	176239	8111
1912	176335	8019
1913	176424	7927
1914	176517	7834
1915	176616	7743
1916	176712	7651
1917	176808	7559
1918	176893	7466
1919	176986	7374
1920	177070	7281
1921	177159	7189
1922	177232	7096
1923	177322	7004
1924	177414	6912
1925	177507	6820
1926	177586	6727
1927	177674	6635
1928	177770	6543
1929	177859	6450
1930	177957	6358
1931	178030	6266
1932	178127	6174
1933	178222	6082
1934	178323	5990
1935	178417	5898
1936	178500	5805
1937	178583	5713
1938	178676	5621
1939	178770	5528
1940	178860	5436
1941	178956	5344
1942	179054	5252
1943	179144	5160
1944	179236	5068
1945	179316	4975
1946	179405	4883
1947	179500	4791
1948	179590	4699
1949	179682	4607
1950	179777	4515
1951	179865	4422
1952	179954	4330
1953	180049	4238
1954	180136	4146
1955	180235	4054
1956	180322	3962
1957	180417	3870
1958	180514	3777
1959	180594	3685
1960	180686	3593
1961	180773	3501
1962	180870	3409
1963	180961	3317
1964	181058	3224
1965	181148	3132
1966	181245	3040
1967	181334	2948
1968	181431	2856
1969	181516	2764
1970	181611	2672
1971	181707	2580
1972	181797	2487
1973	181872	2395
1974	181955	2303
1975	182034	2210
1976	182128	2118
1977	182221	2026
1978	182313	1934
1979	182409	1842
1980	182494	1750
1981	182582	1658
1982	182675	1566
1983	182762	1473
1984	182864	1381
1985	182961	1289
1986	183051	1197
1987	183147	1105
1988	183236	1013
1989	183320	921
1990	183412	829
1991	183506	736
1992	183609	644
1993	183698	552
1994	183789	460
1995	183877	368
1996	183973	276
1997	184070	184
1998	184170	92
1999	184263	0
